p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SLCO4A1	0	0.24141518094598	0.173	0.026	0
SLMAP	1.67717704604477e-144	0.164680490394906	0.256	0.138	5.82299098616284e-140
SMAD2	0.0125579940540853	0.00601212212748042	0.185	0.172	1
SMAGP	0	0.29274327560104	0.265	0.064	0
SMCO4	4.18247611659907e-05	0.0222831498917497	0.275	0.253	1
SMDT1	0	-0.469319842421616	0.533	0.688	0
SMG5	1.26095165361007e-51	0.0683197572283156	0.118	0.066	4.37789804616879e-47
SMIM1	8.05160342346352e-168	-0.139190807973039	0.071	0.16	2.7954361925923e-163
SMIM11	2.20111415807507e-103	-0.126057992088549	0.11	0.19	7.64204824542082e-99
SMIM12	1.20236726675338e-11	0.0268704326953756	0.169	0.14	4.17449891344105e-07
SMIM14	1.18988347377029e-292	0.332244214520226	0.483	0.293	4.13115643258307e-288
SMIM15	1.35346647275126e-53	0.0930980170871042	0.353	0.268	4.69910024674511e-49
SMIM19	2.08803374168027e-37	-0.134563250558173	0.343	0.395	7.24944434773972e-33
SMIM20	0.0778846842389211	-0.0265869779874747	0.262	0.266	1
SMIM22	0	0.796348291282588	0.816	0.666	0
SMIM4	5.49153434677696e-97	-0.178660486692367	0.194	0.283	1.90660580985749e-92
SMIM6	2.0013251693033e-66	0.122791023352556	0.197	0.125	6.94840085530414e-62
SMIM7	4.83836400151729e-52	0.0907714012433026	0.38	0.292	1.67983159768679e-47
SMPD1	0.00134691266016496	-0.0199641556377189	0.091	0.101	1
SMPD4	3.27856355819997e-29	0.0509126139789183	0.105	0.068	1.13828448177145e-24
SNRPD2	0.00109962506243298	0.0363676130945805	0.784	0.717	1
SNX13	1.86502353183832e-42	0.0724583070743551	0.148	0.097	6.47517520018946e-38
SNX14	9.1369965182127e-07	-0.0346904562338379	0.149	0.168	0.0317227382115827
SOAT1	0	-0.464875883382749	0.118	0.381	0
SORL1	7.71745690408632e-57	0.142119640467986	0.268	0.194	2.67942386252973e-52
SORT1	0.186907164766062	-0.0142668793645593	0.128	0.132	1
SPAG9	8.05860501776559e-122	0.227317576549987	0.31	0.196	2.79786707611804e-117
SPCS1	8.31185861580857e-19	0.0715172323949127	0.737	0.65	2.88579419282258e-14
SPCS2	0.387400202412782	-0.026409423943184	0.72	0.66	1
SPCS3	0	0.337707220256937	0.356	0.133	0
SPG11	2.4717792139618e-79	0.10966304436974	0.185	0.108	8.58177025295397e-75
SPG7	8.63721441247322e-39	0.0844947129766905	0.202	0.146	2.99875447186658e-34
SPINT1	0	0.371564527416744	0.619	0.405	0
SPINT2	0	0.742225878904906	0.87	0.801	0
SPNS1	0.00880299458060722	0.00518246175000583	0.131	0.12	1
SPNS2	1.19708169187235e-44	0.112941140019177	0.132	0.083	4.15614792601162e-40
SPPL2A	9.67068003289858e-64	0.0958247677844623	0.186	0.116	3.35756340062206e-59
SPPL3	0.389378413127294	-0.00279898061452233	0.159	0.154	1
SPRED1	2.729774460263e-12	0.0290806675758852	0.1	0.077	9.47750394858711e-08
SPRED2	7.04879082619761e-11	0.0242599117133597	0.105	0.083	2.44726968694755e-06
SPRY1	8.57933969635822e-32	-0.0894764265548532	0.155	0.106	2.97866094917861e-27
SPRY2	2.49043147555094e-167	-0.179368944879085	0.116	0.22	8.64652903996532e-163
SPTLC1	1.49594617583276e-65	0.0849287626848028	0.113	0.057	5.19377552787378e-61
SPTLC2	8.92995792393179e-224	0.197778706539087	0.213	0.079	3.10039209160988e-219
SPTSSA	2.38670391620704e-66	0.177109473482868	0.375	0.284	8.28639732667923e-62
SPTSSB	4.06595169942415e-298	0.197044188758959	0.123	0.006	1.41165777052307e-293
SQLE	0	0.548995059620876	0.288	0.061	0
SQRDL	1.63837619899851e-290	0.263008162658419	0.253	0.091	5.68827832530293e-286
SRCAP	0	0.395799567718021	0.395	0.19	0
SRD5A3	0	0.646731764849927	0.366	0.066	0
SREBF1	3.10174158698771e-139	0.13313515624365	0.133	0.046	1.07689366158626e-134
SREBF2	1.05864109922338e-205	0.188439311339096	0.216	0.086	3.67549603239366e-201
SRPRB	2.04668876009592e-46	0.0905616383092207	0.198	0.137	7.10589870617704e-42
SRSF3	4.18899239785123e-08	-0.066494158673686	0.663	0.632	0.00145437627060997
SSBP2	7.26592730788122e-10	-0.0346153271571121	0.096	0.117	2.52265730202328e-05
SSR1	0.112494529797027	-0.0284857602480977	0.3	0.302	1
SSR2	9.26219898956889e-08	0.0247415893723524	0.741	0.662	0.00321574286718842
SSR3	2.32628819911146e-21	0.0864337089343523	0.602	0.53	8.07663999849507e-17
SSR4	7.47538239928861e-132	0.142853005757684	0.921	0.822	2.59537801520901e-127
ST14	0	0.525799777718222	0.533	0.254	0
ST3GAL1	5.64029911820455e-36	0.136027868530002	0.241	0.187	1.95825545084944e-31
ST6GALNAC1	0	0.357414570166235	0.231	0.014	0
ST6GALNAC2	7.45988843449447e-172	-0.108387570505279	0.038	0.11	2.58999866557214e-167
ST6GALNAC6	2.25213040411243e-79	-0.0801262256841475	0.054	0.107	7.81917155003794e-75
STARD3	4.80941108689983e-125	0.131838158599216	0.145	0.059	1.66977943526075e-120
STARD3NL	0.43524272356583	-0.0125083045930872	0.137	0.139	1
STEAP1	0	0.334004956472965	0.214	0.009	0
STEAP2	0	0.334195953916911	0.231	0.024	0
STEAP4	7.99873242207545e-197	0.190811871262046	0.111	0.019	2.77707990962038e-192
STIM2	5.03635167206619e-44	0.0734326346824517	0.126	0.077	1.74857093702466e-39
STK17A	2.70280424964531e-205	-0.278070780377393	0.204	0.339	9.38386607434355e-201
STK17B	4.1471743806854e-204	0.248705274656594	0.16	0.048	1.43985747323016e-199
STOM	5.90313708543969e-27	-0.0917548005361239	0.171	0.214	2.04951016469381e-22
STRN4	8.07045665577621e-33	0.0571600791609608	0.127	0.084	2.80198184631894e-28
STS	8.22303733703345e-164	0.134327152184877	0.107	0.024	2.85495633304464e-159
STT3A	3.51856180165943e-54	0.0894384286444248	0.176	0.113	1.22160947191814e-49
STT3B	1.82708040710963e-139	0.167652648167199	0.265	0.147	6.34344046544394e-135
STX10	5.73652635549093e-55	0.0866924359277559	0.21	0.141	1.9916645853629e-50
STX12	8.75051789432015e-30	0.0553091558585012	0.197	0.147	3.03809230772901e-25
STX16	9.00082793119531e-34	0.071368578473366	0.232	0.175	3.1249974494317e-29
STX17	0.00454420648129116	0.0120250886056009	0.101	0.091	1
STX18	9.12115821788279e-29	-0.0835670637675317	0.172	0.217	3.16677492166673e-24
STX1A	1.43054846842844e-214	0.152432972578209	0.123	0.021	4.9667212275367e-210
STX2	9.25453897693704e-111	-0.0964672445773545	0.052	0.115	3.21308338740277e-106
STX3	8.45076488245621e-115	0.148623616255952	0.251	0.145	2.93402105953997e-110
STX4	7.80094841577075e-34	0.061915175945576	0.25	0.19	2.70841128047145e-29
STX5	4.19540596067929e-12	0.0361080709840371	0.158	0.13	1.45660299548824e-07
STX6	3.59448023335005e-78	0.0849954459381165	0.105	0.046	1.2479675922168e-73
STX7	1.1666084068488e-15	0.0485191388218862	0.251	0.212	4.05034772773836e-11
STX8	1.48272249249454e-104	-0.147357568968114	0.151	0.239	5.14786422169181e-100
SUCO	4.63954428162716e-203	0.208429305723716	0.215	0.087	1.61080337913813e-198
SULF2	2.57071019657533e-241	0.193697425826603	0.146	0.029	8.92524873148989e-237
SUMF1	0.0293843679596911	-0.0195843639392316	0.133	0.14	1
SUN1	3.68354448781843e-247	0.304133430193954	0.421	0.246	1.27888981072568e-242
SUN2	4.26669770982002e-11	0.0395545870067723	0.213	0.182	1.48135477787241e-06
SURF1	6.33718165462747e-11	0.042323806089327	0.289	0.254	2.20020609867011e-06
SURF4	5.31747825623192e-186	0.201467799163232	0.349	0.197	1.84617527578116e-181
SV2B	0	-0.154283819071968	0.017	0.112	0
SYBU	4.63104103227425e-11	0.0319279124019958	0.116	0.094	1.6078511359953e-06
SYNGR1	0	-0.374310424214322	0.06	0.3	0
SYNGR2	0	0.436136134517311	0.601	0.39	0
SYNJ2BP	0.00013418019362064	0.0176860571013958	0.184	0.167	1
SYPL1	7.13369705111876e-51	0.0914874732102322	0.587	0.478	2.47674827917792e-46
SYS1	7.56105062052637e-15	0.0373410331536057	0.167	0.135	2.62512116494055e-10
SYT13	0	0.297461963052486	0.208	0.024	0
SYT8	0	0.765694595328906	0.354	0.083	0
SYVN1	1.29168557946144e-53	0.082069112740838	0.157	0.097	4.48460316333217e-49
TACSTD2	8.74082989899659e-12	0.288081511032198	0.723	0.728	3.03472873263263e-07
TAF15	1.14859308449705e-57	0.111736128463978	0.251	0.177	3.98780033006529e-53
TAF1D	0	0.496035105562638	0.568	0.316	0
TAGLN2	0	0.986500490690001	0.896	0.641	0
TAOK2	4.36797394423644e-17	0.034475010615625	0.1	0.073	1.51651687369945e-12
TAP1	0	0.276806592981291	0.253	0.083	0
TAPBP	0	0.319109555617478	0.519	0.293	0
TAPBPL	0.000215666581996071	-0.019106532482612	0.097	0.109	1
TATDN1	3.92223361175127e-96	0.155559720933868	0.313	0.211	1.36176028766392e-91
TAX1BP1	0	0.467613193152791	0.63	0.39	0
TAZ	1.0373647582272e-55	0.0685986484532912	0.101	0.051	3.601626704089e-51
TBC1D20	1.57710702448068e-12	0.0315393579275008	0.114	0.09	5.47555787829447e-08
TBC1D23	5.1865847064367e-36	0.064250152193816	0.141	0.094	1.80073034422776e-31
TBC1D4	3.20023718778402e-233	-0.156059322164577	0.067	0.173	1.11109034922673e-228
TBC1D5	9.71141724957254e-26	-0.0616414530148843	0.12	0.159	3.37170695487909e-21
TBL2	6.56376940775554e-43	0.0622661774943831	0.112	0.066	2.27887510067865e-38
TCIRG1	7.25985403613738e-87	0.130860303317592	0.22	0.133	2.52054872280654e-82
TCTA	2.03344000917903e-11	0.0285608004364945	0.116	0.093	7.05990036786868e-07
TCTN3	0.0189744447071128	-0.0133315067506556	0.106	0.114	1
TECR	4.84559004079127e-13	0.028088824732361	0.484	0.426	1.68234040626232e-08
TEX261	2.46929971273166e-13	-0.0441919581184087	0.112	0.138	8.57316167263307e-09
TEX264	1.58607627727946e-41	-0.135273982466675	0.295	0.351	5.50669822708657e-37
TFG	2.11007315297594e-135	0.177286368382038	0.437	0.299	7.32596297981715e-131
TFPI	0	0.469285365009973	0.435	0.228	0
TFPI2	0	-1.43390318560572	0.054	0.398	0
TFRC	1.33064147017573e-305	0.284378482793169	0.259	0.09	4.61985412030313e-301
TGFA	1.91698641788406e-112	0.132002406125809	0.183	0.092	6.65558514425167e-108
TGFB1	1.6647730258762e-99	0.126203862129109	0.108	0.04	5.7799254685396e-95
TGFBI	1.08733457993228e-236	0.306235846284461	0.13	0.021	3.77511692806688e-232
TGFBR1	4.33095885293344e-76	0.101006186069082	0.116	0.055	1.50366560414996e-71
TGFBR2	3.21150507786764e-06	-0.106438201462269	0.261	0.275	0.111500244798486
TGOLN2	7.55406924472679e-43	0.104339260729242	0.504	0.412	2.62269730107669e-38
THAP4	3.66766691891539e-71	-0.133029475179983	0.184	0.258	1.27337727757824e-66
THBS1	0.000404271846413067	-0.0256060582842966	0.12	0.131	1
THEM6	4.24979591270218e-185	0.165993892467048	0.173	0.061	1.47548664293107e-180
THSD4	3.20109227715532e-16	-0.0500281935547091	0.104	0.132	1.11138722770555e-11
TIMM17A	4.81002112767284e-81	0.122727730659445	0.288	0.194	1.66999123531673e-76
TIMM17B	1.39960956516052e-100	0.133096091004	0.345	0.231	4.85930444928081e-96
TIMMDC1	3.23609964305972e-10	0.0252218827415123	0.26	0.226	1.1235414350739e-05
TIMP1	0	1.72984079105104	0.905	0.475	0
TM2D1	7.05083120078098e-23	0.0521691646996525	0.327	0.271	2.44797808459915e-18
TM2D2	1.79629722862325e-45	0.0979590514293778	0.206	0.145	6.23656434805705e-41
TM2D3	5.17559570559235e-14	-0.0647578222861024	0.221	0.252	1.79691507302461e-09
TM4SF1	8.42348636375565e-19	0.19123503884724	0.873	0.878	2.92455023063232e-14
TM4SF18	0	-0.408001849884767	0.042	0.275	0
TM4SF4	8.40584063891642e-182	-0.0866908959368509	0.417	0.603	2.91842381142539e-177
TM4SF5	0	0.54669844771995	0.28	0.018	0
TM7SF2	1.61377995841347e-31	-0.0707154514415223	0.137	0.182	5.60288263761573e-27
TM7SF3	0.0117191790845224	-0.0311200073245334	0.251	0.26	1
TM9SF2	2.58692913586095e-115	0.188044422919789	0.441	0.317	8.98155926679565e-111
TM9SF3	0	0.607943902688593	0.624	0.308	0
TM9SF4	3.11447588927856e-115	0.128285454544784	0.19	0.096	1.08131488399862e-110
TMBIM1	0	0.911765362835774	0.645	0.265	0
TMBIM4	6.61507984087259e-91	0.142913698772553	0.115	0.049	2.29668956995255e-86
TMBIM6	4.07299716650131e-254	0.346747345918943	0.928	0.843	1.41410388623759e-249
TMC4	1.42777287955446e-29	0.0823922683308109	0.384	0.322	4.95708466052512e-25
TMC5	0	1.43979163620481	0.642	0.051	0
TMC6	3.0313766300049e-200	0.198795655402068	0.224	0.094	1.0524636521714e-195
TMCC1	2.29108307218286e-107	0.113623126152206	0.13	0.055	7.95441131831168e-103
TMCO1	1.02863466119485e-55	0.100987778546083	0.643	0.523	3.57131668020241e-51
TMCO3	2.00469447750459e-136	0.178045074526949	0.275	0.158	6.9600987564482e-132
TMED10	2.04315580483728e-194	0.293624541598565	0.698	0.562	7.09363263881455e-190
TMED1	0.470301833065926	-0.0113613928581813	0.188	0.183	1
TMED2	0.68874958484862	0.00345113342266479	0.578	0.557	1
TMED3	0	0.330063648491193	0.443	0.234	0
TMED4	4.23306272925875e-148	0.188080624322792	0.451	0.305	1.46967704897134e-143
TMED5	1.34662911927812e-48	0.0840945641400808	0.181	0.121	4.67536163922172e-44
TMED6	0	-0.233266509983981	0.023	0.18	0
TMED7	5.09292424102212e-169	0.196658119355314	0.347	0.205	1.76821236724047e-164
TMED9	7.32102830492769e-203	0.263043001971698	0.591	0.42	2.54178781718785e-198
TMEM101	9.10927604180619e-32	0.0620957963193055	0.184	0.135	3.16264954895469e-27
TMEM106B	2.35485827471233e-281	0.397654864601901	0.389	0.211	8.17583244397374e-277
TMEM106C	0.0004916042848143	-0.0195927073082735	0.239	0.256	1
TMEM107	1.48078235260092e-267	-0.208245901402888	0.084	0.206	5.14112824999515e-263
TMEM109	0.0799089616759087	0.00109610826666534	0.158	0.15	1
TMEM11	4.85753328349462e-88	-0.130312948804951	0.142	0.221	1.6864869806965e-83
TMEM115	0.954681015179818	-0.0133872326248092	0.132	0.131	1
TMEM123	3.70156411782082e-290	0.391511482405739	0.67	0.491	1.28514604606621e-285
TMEM125	4.28762278652196e-77	0.114253626472654	0.223	0.141	1.48861975525256e-72
TMEM126A	6.51454243626503e-40	0.0770782208189423	0.21	0.151	2.26178398844686e-35
TMEM126B	1.64130311607475e-16	0.041760802565948	0.245	0.204	5.69844028869993e-12
TMEM127	3.31056207838021e-48	0.0800137592479281	0.201	0.137	1.14939404799282e-43
TMEM128	0.490229077226122	-0.00649812638372643	0.176	0.172	1
TMEM129	0.0438686890072107	0.00542232035783027	0.112	0.105	1
TMEM131	3.12680624970717e-65	0.0934557535679064	0.151	0.087	1.08559586183583e-60
TMEM134	3.19686187416918e-95	0.147625249272776	0.386	0.275	1.1099184740928e-90
TMEM139	4.46789085835852e-07	-0.0436268342936547	0.169	0.188	0.0155120702711349
TMEM141	2.14077733186688e-282	0.401015276449847	0.562	0.386	7.43256481850862e-278
TMEM144	4.78169802064478e-126	0.111708412734379	0.106	0.032	1.66015773578766e-121
TMEM147	3.0459223860504e-14	0.145792579000625	0.49	0.45	1.05751379321284e-09
TMEM14A	2.45184999901339e-88	-0.180228685883465	0.309	0.399	8.5125780115746e-84
TMEM14B	1.09961818348299e-105	-0.238349534073062	0.434	0.51	3.81776437123459e-101
TMEM14C	2.27724139426218e-22	-0.124332249879715	0.475	0.493	7.90635439673885e-18
TMEM154	1.87818277381223e-240	0.154675675365994	0.104	0.006	6.52086277239867e-236
TMEM159	0	0.332410304043092	0.291	0.102	0
TMEM160	0.46418435939612	-0.0206819550965394	0.381	0.375	1
TMEM165	0	0.436775217921576	0.485	0.237	0
TMEM167A	0	0.542408409189266	0.498	0.174	0
TMEM167B	1.35533189981195e-28	0.0610805155950631	0.171	0.126	4.7055768229571e-24
TMEM168	1.70288791201799e-26	0.0530828494420713	0.111	0.075	5.91225654173525e-22
TMEM170A	2.56943799772854e-17	0.0399682948215979	0.187	0.15	8.92083178431372e-13
TMEM173	0	0.305304976679658	0.22	0.042	0
TMEM176A	0	0.725668949299609	0.411	0.073	0
TMEM176B	0	0.762650392350593	0.432	0.099	0
TMEM179B	9.76111911768149e-06	-0.00380224589845757	0.437	0.394	0.338896294646784
TMEM18	1.2892185521023e-07	-0.0438811239295873	0.156	0.175	0.00447603789104397
TMEM181	1.06381507704487e-169	0.172235008166556	0.206	0.09	3.69345956599208e-165
TMEM183A	1.36121459324634e-44	0.0871334396218804	0.267	0.199	4.72600094629197e-40
TMEM184A	2.96076358863e-69	0.0841314245000964	0.114	0.056	1.02794751033645e-64
TMEM184B	8.70127430959862e-118	0.11953332311181	0.155	0.068	3.02099542754955e-113
TMEM189	1.63203149626362e-87	0.0996874830509396	0.148	0.074	5.66625015187767e-83
TMEM192	0.000249106249505103	-0.0204053032330144	0.092	0.103	1
TMEM199	0.202768421736748	0.000944289461691894	0.105	0.1	1
TMEM203	2.03161866984945e-13	0.0347593458042126	0.12	0.095	7.0535768598503e-09
TMEM205	1.34618211429052e-189	-0.304336482171618	0.424	0.542	4.67380968260526e-185
TMEM208	2.21701870534029e-41	0.122280857356363	0.446	0.367	7.69726724307094e-37
TMEM2	3.23080518127292e-229	0.207921170663894	0.193	0.064	1.12170325088615e-224
TMEM214	1.73566253204213e-68	0.0866959831575629	0.145	0.08	6.02604674499706e-64
TMEM218	1.1590640805981e-24	-0.0481216309397695	0.082	0.114	4.02415458142854e-20
TMEM219	4.29007703418025e-38	0.0798698286678758	0.627	0.531	1.48947184549704e-33
TMEM220	5.34531990960165e-124	-0.102500116023449	0.054	0.122	1.8558416194146e-119
TMEM222	6.10914991460553e-20	0.0452935490640364	0.143	0.108	2.12103575885189e-15
TMEM223	6.56439866486231e-17	0.0393443415209426	0.168	0.133	2.27909357245354e-12
TMEM230	1.14988565201787e-11	-0.0913954974119149	0.455	0.467	3.99228799524083e-07
TMEM238	0	0.629543110272901	0.338	0.108	0
TMEM242	0.773741380506998	-0.00884681421067962	0.118	0.119	1
TMEM243	0.0207727657319155	0.00950783731481902	0.19	0.179	1
TMEM245	0.00102580454802856	-0.0383481299283948	0.257	0.268	1
TMEM246	3.05863951445925e-70	0.095863069554471	0.16	0.092	1.06192905302511e-65
TMEM248	5.87019110327908e-198	0.212737571261486	0.424	0.259	2.03807164914746e-193
TMEM251	3.18502596504134e-84	-0.126639026413245	0.135	0.211	1.1058091648027e-79
TMEM256	1.15333593673371e-85	-0.178770196766218	0.326	0.415	4.00426703874575e-81
TMEM258	1.12507091448609e-11	0.0725217635888156	0.872	0.83	3.90613370800426e-07
TMEM259	2.4133068844844e-109	0.152794082263459	0.299	0.188	8.3787601722414e-105
TMEM261	3.02341235345381e-165	-0.237847551330384	0.242	0.367	1.04969853499563e-160
TMEM30A	1.83144807305616e-18	0.0551555918348512	0.281	0.236	6.35860456484367e-14
TMEM30B	5.26618159957016e-120	0.176820098043464	0.324	0.209	1.82836558955476e-115
TMEM33	6.25951172634008e-215	0.207571635644116	0.285	0.136	2.17323987626801e-210
TMEM37	6.68755571544237e-23	0.0980155131555767	0.203	0.163	2.32185246884444e-18
TMEM41A	6.13797291374225e-116	0.129041649622627	0.177	0.086	2.13104281592217e-111
TMEM41B	2.58711045643924e-92	0.124498357595366	0.222	0.132	8.98218879371139e-88
TMEM42	1.13841997084208e-07	-0.033360561128684	0.108	0.126	0.00395248029676662
TMEM43	1.01042404085682e-132	0.159827912065082	0.208	0.104	3.5080912274508e-128
TMEM45B	0	0.579879870023953	0.328	0.02	0
TMEM50A	1.77814708327295e-197	0.263036448430419	0.655	0.484	6.17354885841537e-193
TMEM50B	9.15568212264984e-12	0.0446875545612606	0.277	0.242	3.1787612761628e-07
TMEM51	0.000454277717824127	-0.00134023280120532	0.178	0.161	1
TMEM53	5.86927872670284e-64	0.0705112205987199	0.101	0.048	2.03775488112396e-59
TMEM54	0	0.708785520834287	0.509	0.138	0
TMEM55A	4.56443691948119e-67	-0.0736084816385154	0.061	0.111	1.58472685407467e-62
TMEM55B	1.28242161416412e-58	0.0878625422006659	0.144	0.085	4.45243960221642e-54
TMEM56	1.21701705906084e-88	-0.0869136352882877	0.059	0.117	4.22536152735334e-84
TMEM57	0.000193205421312065	0.0156641167243222	0.127	0.113	1
TMEM59	2.17630953223175e-112	-0.24831213418737	0.872	0.845	7.5559290649554e-108
TMEM60	3.97796710605081e-29	-0.0743773259193485	0.143	0.187	1.38111039954978e-24
TMEM63A	0.146051563829868	-0.0311804110498629	0.329	0.328	1
TMEM63B	6.55421534668739e-292	0.2696282113553	0.21	0.059	2.2755580262164e-287
TMEM65	2.8296917040438e-120	0.119297782248954	0.106	0.034	9.82440662726968e-116
TMEM66	0.723691611335302	0.0207672256330296	0.61	0.601	1
TMEM68	5.96396145244782e-11	0.0309538285008123	0.129	0.105	2.07062777667536e-06
TMEM69	8.42480385465469e-22	-0.0557063803246486	0.108	0.141	2.92500765029756e-17
TMEM70	1.57495435676775e-13	0.0588068110729538	0.147	0.119	5.46808403126196e-09
TMEM80	4.11629833726934e-17	-0.0487979092359641	0.111	0.141	1.42913761971654e-12
TMEM87A	3.06317129300747e-167	0.196667467075682	0.333	0.193	1.06350244121926e-162
TMEM87B	0	0.278492885801243	0.269	0.077	0
TMEM88	8.06273821236733e-301	-0.197745849263005	0.019	0.101	2.79930207995182e-296
TMEM8A	3.06727529523376e-124	0.136744350084792	0.185	0.089	1.06492730975221e-119
TMEM9	2.24154062063745e-74	-0.156988107414186	0.24	0.319	7.78240488079117e-70
TMEM92	0	0.376184729504725	0.243	0.008	0
TMEM97	0.839867479214679	-0.00102302815574079	0.183	0.183	1
TMEM98	1.01930846714516e-304	-0.311921368024007	0.234	0.409	3.53893706708127e-300
TMEM99	1.01247866707953e-20	-0.0581092406603699	0.15	0.187	3.51522468423343e-16
TMEM9B	5.14593105655764e-10	0.0228295831370177	0.314	0.275	1.78661580352625e-05
TMPO	9.55389973391801e-77	0.128284783446741	0.206	0.128	3.31701844861899e-72
TMPRSS2	4.80166339469352e-285	0.326721142558534	0.273	0.107	1.66708951400364e-280
TMPRSS3	0	0.278927773231862	0.26	0.081	0
TMPRSS4	0	0.803658526588268	0.445	0.008	0
TMUB1	8.48853828134065e-95	0.124877196231452	0.279	0.177	2.94713560589866e-90
TMUB2	5.52708536308251e-22	0.0514826190113812	0.169	0.13	1.91894876720862e-17
TMX1	0.01520429499525	0.00552912963032459	0.193	0.181	1
TMX2	7.76991815227009e-33	0.0658826748931324	0.276	0.215	2.69763788328665e-28
TMX4	0.224561770500237	0.00956828259978026	0.183	0.178	1
TNFRSF10B	7.63066650518897e-81	0.0986353718687768	0.197	0.114	2.64929110393656e-76
TNFRSF11A	1.8268475049362e-129	0.106124273441054	0.1	0.027	6.34263185238799e-125
TNFRSF11B	4.54668345424755e-153	0.281105659005585	0.105	0.025	1.57856302848021e-148
TNFRSF12A	4.85977580760629e-261	-0.6606353494044	0.614	0.712	1.68726556264283e-256
TNFRSF14	0	0.296491924429609	0.291	0.094	0
TNFRSF1A	8.25706182568653e-59	0.108252197012231	0.363	0.273	2.86676929526011e-54
TNFRSF21	0	0.342160577691028	0.376	0.173	0
TNFSF10	1.83640127561432e-200	0.345169661976175	0.386	0.234	6.37580158880535e-196
TOMM20	0	0.53181089780288	0.728	0.508	0
TOMM22	5.92887163366336e-09	-0.0716256258178961	0.351	0.369	0.000205844494249158
TOMM70A	4.73209285116515e-47	0.071512212308176	0.13	0.079	1.64293531699603e-42
TOMM7	1.20723026639959e-300	-0.296744156926245	0.912	0.944	4.19138276191275e-296
TOR1AIP1	6.6035286190055e-20	0.0418421559576069	0.147	0.111	2.29267910123252e-15
TOR1AIP2	3.82160431655662e-74	0.152795717231644	0.399	0.301	1.32682280266529e-69
TOR3A	3.01245005039059e-22	0.0440361492801172	0.111	0.078	1.04589253299511e-17
TP53I11	5.93712765063146e-264	0.207852457068269	0.189	0.051	2.06131134902274e-259
TP53I13	5.24503792541282e-07	0.0196973958251309	0.187	0.164	0.0182102471732408
TPBG	6.45335577161445e-96	0.134464280825819	0.208	0.119	2.24054059034682e-91
TPI1	4.6993504744543e-218	0.411992474616018	0.852	0.735	1.63156749122579e-213
TPM1	0	-0.473323143947203	0.787	0.826	0
TPP1	1.62468988858382e-27	0.0600127409276939	0.22	0.17	5.64076082417416e-23
TPRA1	1.53700878757662e-27	0.0553383284022787	0.145	0.103	5.33634080958727e-23
TPST2	9.37975914876934e-55	-0.0846541754295515	0.067	0.112	3.25655857886123e-50
TRABD	1.90513215381026e-126	0.153866086836942	0.24	0.132	6.61442832481383e-122
TRAM1	4.18391208376424e-100	0.2742178210814	0.573	0.473	1.45261243636211e-95
TRAP1	1.19227683210568e-10	0.0276796095098062	0.2	0.171	4.13946593338771e-06
TREX1	1.84719600856347e-09	0.0298171459451148	0.103	0.084	6.41327982213151e-05
TRIB2	1.49879778581148e-195	0.156395447680572	0.138	0.035	5.20367603255889e-191
TRIM13	4.78613800971624e-19	-0.0604362110092583	0.141	0.175	1.66169925559338e-14
TRIQK	2.43201423229744e-35	0.0647789312535152	0.181	0.129	8.44371021311349e-31
TRPM4	1.85199858987199e-161	0.143118228430359	0.138	0.044	6.42995390417656e-157
TRPM7	9.82489077684518e-23	0.0491134633043269	0.103	0.071	3.41110382881288e-18
TRPV6	0	-0.541384915207958	0.074	0.373	0
TSC2	1.20610352668829e-21	0.0461834479901113	0.15	0.112	4.18747083430909e-17
TSN	4.13073523956022e-41	0.0768026883493031	0.275	0.208	1.43414996782291e-36
TSPAN1	0	1.61438567638771	0.622	0.031	0
TSPAN12	2.19984661105733e-15	-0.0471055705299585	0.091	0.116	7.63764744892994e-11
TSPAN13	1.87211572517252e-122	0.227124380606608	0.51	0.385	6.49979858622648e-118
TSPAN14	0.59162069736039	0.00384890934210741	0.187	0.184	1
TSPAN15	0	0.365497257806773	0.375	0.15	0
TSPAN17	1.79123319770323e-96	0.10293522959014	0.144	0.068	6.21898253910583e-92
TSPAN3	0	0.871023345135181	0.713	0.401	0
TSPAN31	2.42537571799416e-30	0.0727235948363738	0.207	0.157	8.42066195530391e-26
TSPAN4	1.62241838787796e-235	-0.200312305051833	0.114	0.242	5.6328744008735e-231
TSPAN5	3.52338215470479e-243	0.160007248705892	0.108	0.008	1.22328305029195e-238
TSPAN6	0	-0.309256285914383	0.154	0.334	0
TSPAN8	4.60572962740273e-204	0.914171495474354	0.726	0.707	1.59906326933795e-199
TSPO	0	0.848993208453679	0.875	0.653	0
TTC14	7.27063030972393e-22	0.0645181387534806	0.277	0.229	2.52429013723305e-17
TTC17	1.03483233190434e-28	0.065257101625065	0.222	0.171	3.59283437313869e-24
TTC3	1.22191640908727e-17	0.0752871674931288	0.396	0.346	4.24237158071009e-13
TTC39A	9.95807236116728e-135	0.110138677573469	0.1	0.026	3.45734314307367e-130
TTC39C	1.88552565868218e-24	-0.062245037768807	0.151	0.192	6.54635653437867e-20
TTN	2.65636991545748e-296	-0.119955115289158	0.02	0.103	9.22265070947682e-292
TTYH1	0	-0.682049640164183	0.045	0.414	0
TTYH3	1.46115750605696e-247	0.202691608915069	0.197	0.06	5.07299274527916e-243
TUBA4A	0	0.434482389424998	0.353	0.127	0
TUBB	0	-0.658149601344755	0.55	0.721	0
